OrderID,OrderDate,Branch,Category,MenuItem,Quantity,UnitPrice,OrderValue,OrderChannel,DeliveryPartner,PrepTimeMinutes,DeliveryTimeMinutes,TotalTimeMinutes,PaymentMethod,CustomerRating,WastageQuantityKg,Weather,DayType,OptimizationPhase
ORD001147,2023-02-03,Kingston Upon Thames,Starters,Garlic Bread,2,4.5,9.0,Dine-In,N/A,14,0,14,Card,4,0.7,Rain,Weekday,Pre-Optimization
ORD001148,2023-02-03,Kingston Upon Thames,Beverages,Fresh Juice,3,3.5,10.5,Takeaway,N/A,19,0,19,Card,2,0,Clear,Weekday,Pre-Optimization
ORD001149,2023-02-03,Kingston Upon Thames,Starters,Bruschetta,1,5.5,5.5,Dine-In,N/A,21,0,21,Cash,4,0,Cloudy,Weekday,Pre-Optimization
ORD001150,2023-02-03,Canary Wharf,Desserts,Tiramisu,2,6.5,13.0,Dine-In,N/A,17,0,17,Mobile Wallet,5,0,Clear,Weekday,Pre-Optimization
ORD001151,2023-02-03,Kingston Upon Thames,Mains,Margherita Pizza,4,11.0,44.0,Takeaway,N/A,27,0,27,Cash,3,0,Clear,Weekday,Pre-Optimization
ORD001152,2023-02-03,Greenwich Riverside,Desserts,Tiramisu,1,6.5,6.5,Takeaway,N/A,27,0,27,Cash,4,0,Clear,Weekday,Pre-Optimization
ORD001153,2023-02-03,Camden High Street,Mains,Fish & Chips,1,12.0,12.0,Dine-In,N/A,16,0,16,Cash,4,0,Clear,Weekday,Pre-Optimization
ORD001154,2023-02-03,Kingston Upon Thames,Starters,Garlic Bread,1,4.5,4.5,Takeaway,N/A,30,0,30,Mobile Wallet,4,0,Clear,Weekday,Pre-Optimization
ORD001155,2023-02-03,Shoreditch East,Starters,Bruschetta,1,5.5,5.5,Dine-In,N/A,15,0,15,Mobile Wallet,4,0,Clear,Weekday,Pre-Optimization
ORD001156,2023-02-03,Kingston Upon Thames,Starters,Garlic Bread,1,4.5,4.5,Takeaway,N/A,23,0,23,Mobile Wallet,3,0,Cloudy,Weekday,Pre-Optimization
ORD001157,2023-02-03,Shoreditch East,Desserts,Cheesecake,3,6.0,18.0,Delivery,Uber Eats,15,53,68,Card,3,0,Clear,Weekday,Pre-Optimization
ORD001158,2023-02-03,Greenwich Riverside,Desserts,Chocolate Brownie,2,5.5,11.0,Dine-In,N/A,21,0,21,Cash,5,0,Clear,Weekday,Pre-Optimization
ORD001159,2023-02-03,Camden High Street,Mains,Margherita Pizza,3,11.0,33.0,Takeaway,N/A,17,0,17,Card,5,0,Rain,Weekday,Pre-Optimization
ORD001160,2023-02-03,Greenwich Riverside,Mains,Chicken Tikka Masala,1,13.5,13.5,Takeaway,N/A,20,0,20,Mobile Wallet,4,0,Rain,Weekday,Pre-Optimization
ORD001161,2023-02-03,Kingston Upon Thames,Mains,Fish & Chips,1,12.0,12.0,Dine-In,N/A,24,0,24,Mobile Wallet,3,0,Clear,Weekday,Pre-Optimization
ORD001162,2023-02-03,Camden High Street,Beverages,Soft Drink,2,2.5,5.0,Takeaway,N/A,30,0,30,Card,4,0,Clear,Weekday,Pre-Optimization
ORD001163,2023-02-03,Greenwich Riverside,Mains,Grilled Salmon,4,16.0,64.0,Delivery,Uber Eats,25,56,81,Mobile Wallet,1,0,Rain,Weekday,Pre-Optimization
ORD001164,2023-02-03,Canary Wharf,Desserts,Ice Cream Sundae,4,5.0,20.0,Dine-In,N/A,19,0,19,Cash,5,0,Rain,Weekday,Pre-Optimization
ORD001165,2023-02-03,Camden High Street,Mains,Beef Burger,2,10.5,21.0,Dine-In,N/A,15,0,15,Card,5,0.75,Clear,Weekday,Pre-Optimization
ORD001166,2023-02-03,Camden High Street,Starters,Soup of the Day,1,5.0,5.0,Takeaway,N/A,30,0,30,Mobile Wallet,2,0,Clear,Weekday,Pre-Optimization
ORD001167,2023-02-03,Canary Wharf,Beverages,Coffee,2,3.0,6.0,Dine-In,N/A,26,0,26,Cash,5,0,Rain,Weekday,Pre-Optimization
ORD001168,2023-02-03,Camden High Street,Mains,Veg Stir Fry,1,9.5,9.5,Dine-In,N/A,14,0,14,Card,5,0,Rain,Weekday,Pre-Optimization
ORD001169,2023-02-03,Camden High Street,Desserts,Tiramisu,3,6.5,19.5,Dine-In,N/A,24,0,24,Card,5,0,Clear,Weekday,Pre-Optimization
ORD001170,2023-02-03,Shoreditch East,Beverages,Milkshake,3,4.0,12.0,Dine-In,N/A,15,0,15,Card,5,0,Clear,Weekday,Pre-Optimization
ORD001171,2023-02-03,Shoreditch East,Mains,Chicken Tikka Masala,3,13.5,40.5,Dine-In,N/A,23,0,23,Cash,4,0,Clear,Weekday,Pre-Optimization
ORD001172,2023-02-03,Camden High Street,Starters,Calamari,4,7.0,28.0,Dine-In,N/A,26,0,26,Mobile Wallet,5,0,Cloudy,Weekday,Pre-Optimization
ORD001173,2023-02-03,Greenwich Riverside,Beverages,Coffee,3,3.0,9.0,Delivery,Just Eat,30,57,87,Cash,5,0,Cloudy,Weekday,Pre-Optimization
ORD001174,2023-02-04,Canary Wharf,Mains,Chicken Tikka Masala,1,13.5,13.5,Delivery,Deliveroo,16,31,47,Mobile Wallet,2,0,Cloudy,Weekend,Pre-Optimization
ORD001175,2023-02-04,Kingston Upon Thames,Beverages,Soft Drink,1,2.5,2.5,Dine-In,N/A,30,0,30,Card,4,0,Clear,Weekend,Pre-Optimization
ORD001176,2023-02-04,Canary Wharf,Mains,Grilled Salmon,1,16.0,16.0,Dine-In,N/A,16,0,16,Card,3,0,Clear,Weekend,Pre-Optimization
ORD001177,2023-02-04,Camden High Street,Mains,Grilled Salmon,4,16.0,64.0,Delivery,In-House Rider,30,40,70,Cash,3,0,Clear,Weekend,Pre-Optimization
ORD001178,2023-02-04,Kingston Upon Thames,Desserts,Cheesecake,1,6.0,6.0,Dine-In,N/A,15,0,15,Mobile Wallet,4,0,Clear,Weekend,Pre-Optimization
ORD001179,2023-02-04,Shoreditch East,Desserts,Chocolate Brownie,3,5.5,16.5,Delivery,In-House Rider,20,53,73,Mobile Wallet,3,0,Rain,Weekend,Pre-Optimization
ORD001180,2023-02-04,Camden High Street,Desserts,Chocolate Brownie,1,5.5,5.5,Delivery,Just Eat,27,42,69,Mobile Wallet,3,0,Clear,Weekend,Pre-Optimization
ORD001181,2023-02-04,Shoreditch East,Beverages,Milkshake,2,4.0,8.0,Delivery,Uber Eats,23,54,77,Mobile Wallet,4,0,Cloudy,Weekend,Pre-Optimization
ORD001182,2023-02-04,Canary Wharf,Beverages,Coffee,3,3.0,9.0,Dine-In,N/A,23,0,23,Mobile Wallet,4,0,Cloudy,Weekend,Pre-Optimization
ORD001183,2023-02-04,Shoreditch East,Mains,Veg Stir Fry,1,9.5,9.5,Delivery,Uber Eats,15,46,61,Cash,5,0,Clear,Weekend,Pre-Optimization
ORD001184,2023-02-04,Camden High Street,Desserts,Chocolate Brownie,2,5.5,11.0,Dine-In,N/A,26,0,26,Mobile Wallet,5,0,Cloudy,Weekend,Pre-Optimization
ORD001185,2023-02-04,Kingston Upon Thames,Beverages,Coffee,1,3.0,3.0,Delivery,Deliveroo,17,64,81,Card,4,0,Clear,Weekend,Pre-Optimization
ORD001186,2023-02-04,Shoreditch East,Beverages,Soft Drink,2,2.5,5.0,Delivery,Deliveroo,29,40,69,Cash,4,0,Clear,Weekend,Pre-Optimization
ORD001187,2023-02-04,Shoreditch East,Mains,Fish & Chips,2,12.0,24.0,Takeaway,N/A,23,0,23,Card,5,0,Clear,Weekend,Pre-Optimization
ORD001188,2023-02-04,Greenwich Riverside,Desserts,Tiramisu,2,6.5,13.0,Dine-In,N/A,27,0,27,Mobile Wallet,4,0,Clear,Weekend,Pre-Optimization
ORD001189,2023-02-04,Shoreditch East,Mains,Grilled Salmon,2,16.0,32.0,Takeaway,N/A,17,0,17,Cash,5,0,Clear,Weekend,Pre-Optimization
ORD001190,2023-02-04,Canary Wharf,Desserts,Tiramisu,1,6.5,6.5,Takeaway,N/A,16,0,16,Cash,5,0,Cloudy,Weekend,Pre-Optimization
ORD001191,2023-02-04,Shoreditch East,Desserts,Ice Cream Sundae,3,5.0,15.0,Takeaway,N/A,25,0,25,Cash,4,0,Clear,Weekend,Pre-Optimization
ORD001192,2023-02-04,Canary Wharf,Beverages,Soft Drink,1,2.5,2.5,Delivery,Just Eat,26,61,87,Cash,5,0,Clear,Weekend,Pre-Optimization
ORD001193,2023-02-04,Shoreditch East,Beverages,Coffee,1,3.0,3.0,Dine-In,N/A,29,0,29,Cash,3,0,Cloudy,Weekend,Pre-Optimization
ORD001194,2023-02-04,Shoreditch East,Beverages,Milkshake,1,4.0,4.0,Dine-In,N/A,26,0,26,Cash,4,0,Cloudy,Weekend,Pre-Optimization
ORD001195,2023-02-04,Camden High Street,Desserts,Ice Cream Sundae,1,5.0,5.0,Dine-In,N/A,18,0,18,Mobile Wallet,3,0,Cloudy,Weekend,Pre-Optimization
ORD001196,2023-02-04,Greenwich Riverside,Mains,Veg Stir Fry,1,9.5,9.5,Delivery,Uber Eats,16,31,47,Mobile Wallet,4,0,Clear,Weekend,Pre-Optimization
ORD001197,2023-02-04,Kingston Upon Thames,Mains,Fish & Chips,1,12.0,12.0,Dine-In,N/A,28,0,28,Mobile Wallet,1,0,Clear,Weekend,Pre-Optimization
ORD001198,2023-02-04,Camden High Street,Beverages,Soft Drink,1,2.5,2.5,Dine-In,N/A,21,0,21,Cash,5,0,Clear,Weekend,Pre-Optimization
ORD001199,2023-02-04,Canary Wharf,Beverages,Milkshake,1,4.0,4.0,Dine-In,N/A,19,0,19,Mobile Wallet,2,0,Clear,Weekend,Pre-Optimization
ORD001200,2023-02-04,Shoreditch East,Starters,Garlic Bread,1,4.5,4.5,Takeaway,N/A,18,0,18,Mobile Wallet,3,0,Clear,Weekend,Pre-Optimization
ORD001201,2023-02-04,Camden High Street,Desserts,Chocolate Brownie,1,5.5,5.5,Delivery,In-House Rider,18,30,48,Card,4,0,Clear,Weekend,Pre-Optimization
ORD001202,2023-02-04,Greenwich Riverside,Mains,Grilled Salmon,1,16.0,16.0,Delivery,Just Eat,14,44,58,Card,1,0,Clear,Weekend,Pre-Optimization
ORD001203,2023-02-04,Greenwich Riverside,Beverages,Soft Drink,1,2.5,2.5,Takeaway,N/A,14,0,14,Mobile Wallet,5,0,Rain,Weekend,Pre-Optimization
ORD001204,2023-02-04,Shoreditch East,Beverages,Coffee,3,3.0,9.0,Delivery,Deliveroo,23,28,51,Card,5,0.14,Rain,Weekend,Pre-Optimization
ORD001205,2023-02-04,Canary Wharf,Beverages,Coffee,1,3.0,3.0,Dine-In,N/A,20,0,20,Mobile Wallet,4,0,Cloudy,Weekend,Pre-Optimization
ORD001206,2023-02-04,Shoreditch East,Mains,Veg Stir Fry,1,9.5,9.5,Dine-In,N/A,28,0,28,Card,5,0,Cloudy,Weekend,Pre-Optimization
ORD001207,2023-02-04,Kingston Upon Thames,Beverages,Soft Drink,3,2.5,7.5,Delivery,Just Eat,25,57,82,Cash,2,0,Cloudy,Weekend,Pre-Optimization
ORD001208,2023-02-04,Kingston Upon Thames,Desserts,Chocolate Brownie,1,5.5,5.5,Delivery,Just Eat,22,30,52,Cash,1,0,Rain,Weekend,Pre-Optimization
ORD001209,2023-02-04,Camden High Street,Mains,Grilled Salmon,1,16.0,16.0,Dine-In,N/A,26,0,26,Mobile Wallet,5,0,Rain,Weekend,Pre-Optimization
ORD001210,2023-02-04,Canary Wharf,Desserts,Ice Cream Sundae,2,5.0,10.0,Delivery,Just Eat,19,30,49,Mobile Wallet,1,0,Rain,Weekend,Pre-Optimization
ORD001211,2023-02-04,Kingston Upon Thames,Mains,Margherita Pizza,1,11.0,11.0,Takeaway,N/A,21,0,21,Mobile Wallet,3,0.13,Cloudy,Weekend,Pre-Optimization
ORD001212,2023-02-04,Camden High Street,Mains,Chicken Tikka Masala,2,13.5,27.0,Dine-In,N/A,17,0,17,Mobile Wallet,2,0,Rain,Weekend,Pre-Optimization
ORD001213,2023-02-04,Canary Wharf,Starters,Bruschetta,4,5.5,22.0,Delivery,In-House Rider,21,50,71,Mobile Wallet,4,0,Rain,Weekend,Pre-Optimization
ORD001214,2023-02-04,Canary Wharf,Desserts,Ice Cream Sundae,2,5.0,10.0,Dine-In,N/A,15,0,15,Mobile Wallet,3,0,Clear,Weekend,Pre-Optimization
ORD001215,2023-02-04,Canary Wharf,Starters,Bruschetta,1,5.5,5.5,Delivery,Deliveroo,25,26,51,Card,5,0,Cloudy,Weekend,Pre-Optimization
ORD001216,2023-02-04,Canary Wharf,Desserts,Ice Cream Sundae,2,5.0,10.0,Dine-In,N/A,21,0,21,Card,3,0,Clear,Weekend,Pre-Optimization
ORD001217,2023-02-04,Kingston Upon Thames,Mains,Grilled Salmon,1,16.0,16.0,Delivery,Deliveroo,25,48,73,Card,5,0,Cloudy,Weekend,Pre-Optimization
ORD001218,2023-02-04,Camden High Street,Mains,Fish & Chips,1,12.0,12.0,Takeaway,N/A,14,0,14,Card,3,0.31,Clear,Weekend,Pre-Optimization
ORD001219,2023-02-04,Greenwich Riverside,Mains,Chicken Tikka Masala,4,13.5,54.0,Takeaway,N/A,25,0,25,Cash,2,0,Clear,Weekend,Pre-Optimization
ORD001220,2023-02-04,Camden High Street,Mains,Margherita Pizza,4,11.0,44.0,Dine-In,N/A,30,0,30,Mobile Wallet,4,0,Clear,Weekend,Pre-Optimization
ORD001221,2023-02-04,Kingston Upon Thames,Beverages,Fresh Juice,1,3.5,3.5,Delivery,Just Eat,18,37,55,Mobile Wallet,4,0,Clear,Weekend,Pre-Optimization
ORD001222,2023-02-04,Greenwich Riverside,Mains,Veg Stir Fry,3,9.5,28.5,Takeaway,N/A,21,0,21,Cash,3,1.18,Clear,Weekend,Pre-Optimization
ORD001223,2023-02-04,Greenwich Riverside,Mains,Margherita Pizza,1,11.0,11.0,Dine-In,N/A,21,0,21,Cash,1,0,Clear,Weekend,Pre-Optimization
ORD001224,2023-02-04,Greenwich Riverside,Starters,Garlic Bread,4,4.5,18.0,Dine-In,N/A,18,0,18,Cash,5,0,Rain,Weekend,Pre-Optimization
ORD001225,2023-02-05,Canary Wharf,Desserts,Ice Cream Sundae,1,5.0,5.0,Delivery,In-House Rider,30,35,65,Cash,4,0,Clear,Weekend,Pre-Optimization
ORD001226,2023-02-05,Kingston Upon Thames,Starters,Bruschetta,1,5.5,5.5,Takeaway,N/A,26,0,26,Cash,4,0.95,Clear,Weekend,Pre-Optimization
ORD001227,2023-02-05,Shoreditch East,Mains,Fish & Chips,1,12.0,12.0,Delivery,Deliveroo,25,42,67,Mobile Wallet,5,0,Clear,Weekend,Pre-Optimization
ORD001228,2023-02-05,Shoreditch East,Beverages,Soft Drink,1,2.5,2.5,Delivery,In-House Rider,24,31,55,Cash,3,0.35,Clear,Weekend,Pre-Optimization
ORD001229,2023-02-05,Greenwich Riverside,Beverages,Fresh Juice,1,3.5,3.5,Dine-In,N/A,24,0,24,Card,5,0,Cloudy,Weekend,Pre-Optimization
ORD001230,2023-02-05,Kingston Upon Thames,Desserts,Tiramisu,2,6.5,13.0,Delivery,Deliveroo,17,56,73,Mobile Wallet,5,0,Rain,Weekend,Pre-Optimization
ORD001231,2023-02-05,Kingston Upon Thames,Desserts,Chocolate Brownie,4,5.5,22.0,Takeaway,N/A,14,0,14,Mobile Wallet,4,0,Clear,Weekend,Pre-Optimization
ORD001232,2023-02-05,Greenwich Riverside,Mains,Margherita Pizza,2,11.0,22.0,Delivery,In-House Rider,14,26,40,Cash,3,0,Cloudy,Weekend,Pre-Optimization
ORD001233,2023-02-05,Camden High Street,Starters,Garlic Bread,1,4.5,4.5,Dine-In,N/A,26,0,26,Card,5,0,Cloudy,Weekend,Pre-Optimization
ORD001234,2023-02-05,Canary Wharf,Mains,Beef Burger,2,10.5,21.0,Dine-In,N/A,28,0,28,Mobile Wallet,4,0,Clear,Weekend,Pre-Optimization
ORD001235,2023-02-05,Canary Wharf,Desserts,Ice Cream Sundae,1,5.0,5.0,Dine-In,N/A,27,0,27,Mobile Wallet,5,0,Clear,Weekend,Pre-Optimization
ORD001236,2023-02-05,Camden High Street,Mains,Veg Stir Fry,1,9.5,9.5,Delivery,Deliveroo,30,34,64,Mobile Wallet,3,0,Clear,Weekend,Pre-Optimization
ORD001237,2023-02-05,Kingston Upon Thames,Mains,Beef Burger,2,10.5,21.0,Dine-In,N/A,28,0,28,Card,2,0,Clear,Weekend,Pre-Optimization
ORD001238,2023-02-05,Kingston Upon Thames,Mains,Grilled Salmon,1,16.0,16.0,Dine-In,N/A,26,0,26,Mobile Wallet,4,0.27,Rain,Weekend,Pre-Optimization
ORD001239,2023-02-05,Canary Wharf,Starters,Soup of the Day,3,5.0,15.0,Delivery,Deliveroo,30,46,76,Cash,1,0.46,Clear,Weekend,Pre-Optimization
ORD001240,2023-02-05,Shoreditch East,Desserts,Tiramisu,1,6.5,6.5,Takeaway,N/A,24,0,24,Cash,5,0,Clear,Weekend,Pre-Optimization
ORD001241,2023-02-05,Greenwich Riverside,Mains,Veg Stir Fry,4,9.5,38.0,Dine-In,N/A,24,0,24,Mobile Wallet,3,1.41,Rain,Weekend,Pre-Optimization
ORD001242,2023-02-05,Camden High Street,Beverages,Soft Drink,1,2.5,2.5,Takeaway,N/A,20,0,20,Card,2,0,Clear,Weekend,Pre-Optimization
ORD001243,2023-02-05,Camden High Street,Desserts,Ice Cream Sundae,1,5.0,5.0,Delivery,Deliveroo,23,28,51,Card,5,0,Clear,Weekend,Pre-Optimization
ORD001244,2023-02-05,Canary Wharf,Mains,Chicken Tikka Masala,2,13.5,27.0,Dine-In,N/A,25,0,25,Card,2,0,Rain,Weekend,Pre-Optimization
ORD001245,2023-02-05,Kingston Upon Thames,Starters,Bruschetta,1,5.5,5.5,Dine-In,N/A,15,0,15,Cash,4,0,Cloudy,Weekend,Pre-Optimization
ORD001246,2023-02-05,Canary Wharf,Starters,Garlic Bread,1,4.5,4.5,Dine-In,N/A,26,0,26,Mobile Wallet,3,0,Cloudy,Weekend,Pre-Optimization
ORD001247,2023-02-05,Camden High Street,Beverages,Milkshake,1,4.0,4.0,Dine-In,N/A,15,0,15,Card,3,0,Clear,Weekend,Pre-Optimization
ORD001248,2023-02-05,Shoreditch East,Mains,Margherita Pizza,2,11.0,22.0,Takeaway,N/A,18,0,18,Mobile Wallet,3,0,Cloudy,Weekend,Pre-Optimization
ORD001249,2023-02-05,Kingston Upon Thames,Mains,Beef Burger,4,10.5,42.0,Delivery,Just Eat,18,46,64,Card,4,0,Clear,Weekend,Pre-Optimization
ORD001250,2023-02-05,Shoreditch East,Desserts,Ice Cream Sundae,2,5.0,10.0,Dine-In,N/A,17,0,17,Card,3,0,Rain,Weekend,Pre-Optimization
ORD001251,2023-02-05,Kingston Upon Thames,Starters,Bruschetta,1,5.5,5.5,Takeaway,N/A,29,0,29,Mobile Wallet,5,0,Rain,Weekend,Pre-Optimization
ORD001252,2023-02-05,Canary Wharf,Desserts,Chocolate Brownie,1,5.5,5.5,Takeaway,N/A,28,0,28,Cash,3,0,Rain,Weekend,Pre-Optimization
ORD001253,2023-02-05,Greenwich Riverside,Starters,Calamari,1,7.0,7.0,Delivery,In-House Rider,17,29,46,Mobile Wallet,1,0,Rain,Weekend,Pre-Optimization
ORD001254,2023-02-05,Kingston Upon Thames,Desserts,Chocolate Brownie,1,5.5,5.5,Delivery,In-House Rider,17,60,77,Cash,4,0,Clear,Weekend,Pre-Optimization
ORD001255,2023-02-05,Canary Wharf,Mains,Veg Stir Fry,1,9.5,9.5,Dine-In,N/A,14,0,14,Card,4,0,Cloudy,Weekend,Pre-Optimization
ORD001256,2023-02-05,Camden High Street,Desserts,Cheesecake,3,6.0,18.0,Takeaway,N/A,16,0,16,Card,5,0,Clear,Weekend,Pre-Optimization
ORD001257,2023-02-05,Canary Wharf,Mains,Beef Burger,1,10.5,10.5,Dine-In,N/A,24,0,24,Card,5,1.07,Cloudy,Weekend,Pre-Optimization
ORD001258,2023-02-05,Camden High Street,Beverages,Coffee,1,3.0,3.0,Dine-In,N/A,15,0,15,Cash,4,0,Rain,Weekend,Pre-Optimization
ORD001259,2023-02-05,Greenwich Riverside,Mains,Margherita Pizza,1,11.0,11.0,Dine-In,N/A,25,0,25,Card,2,0,Cloudy,Weekend,Pre-Optimization
ORD001260,2023-02-05,Canary Wharf,Beverages,Coffee,1,3.0,3.0,Delivery,Uber Eats,30,39,69,Mobile Wallet,4,0,Clear,Weekend,Pre-Optimization
ORD001261,2023-02-05,Shoreditch East,Desserts,Tiramisu,2,6.5,13.0,Delivery,Just Eat,28,58,86,Card,5,0,Clear,Weekend,Pre-Optimization
ORD001262,2023-02-06,Shoreditch East,Starters,Garlic Bread,1,4.5,4.5,Delivery,Just Eat,30,52,82,Card,5,1.41,Clear,Weekday,Pre-Optimization
ORD001263,2023-02-06,Kingston Upon Thames,Mains,Fish & Chips,1,12.0,12.0,Dine-In,N/A,19,0,19,Card,3,0,Clear,Weekday,Pre-Optimization
ORD001264,2023-02-06,Kingston Upon Thames,Desserts,Chocolate Brownie,2,5.5,11.0,Dine-In,N/A,19,0,19,Cash,5,0,Clear,Weekday,Pre-Optimization
ORD001265,2023-02-06,Canary Wharf,Mains,Veg Stir Fry,3,9.5,28.5,Dine-In,N/A,14,0,14,Cash,4,0,Clear,Weekday,Pre-Optimization
ORD001266,2023-02-06,Camden High Street,Mains,Margherita Pizza,1,11.0,11.0,Dine-In,N/A,15,0,15,Cash,2,0,Cloudy,Weekday,Pre-Optimization
ORD001267,2023-02-06,Shoreditch East,Mains,Veg Stir Fry,1,9.5,9.5,Delivery,Uber Eats,23,63,86,Mobile Wallet,5,0,Clear,Weekday,Pre-Optimization
ORD001268,2023-02-06,Shoreditch East,Desserts,Tiramisu,4,6.5,26.0,Takeaway,N/A,25,0,25,Card,4,0,Clear,Weekday,Pre-Optimization
ORD001269,2023-02-06,Kingston Upon Thames,Mains,Beef Burger,1,10.5,10.5,Takeaway,N/A,28,0,28,Cash,5,0,Cloudy,Weekday,Pre-Optimization
ORD001270,2023-02-06,Greenwich Riverside,Starters,Garlic Bread,1,4.5,4.5,Dine-In,N/A,14,0,14,Cash,5,0,Clear,Weekday,Pre-Optimization
ORD001271,2023-02-06,Greenwich Riverside,Mains,Margherita Pizza,1,11.0,11.0,Dine-In,N/A,27,0,27,Mobile Wallet,4,0,Cloudy,Weekday,Pre-Optimization
ORD001272,2023-02-06,Kingston Upon Thames,Beverages,Coffee,1,3.0,3.0,Delivery,Just Eat,21,27,48,Cash,2,0,Clear,Weekday,Pre-Optimization
ORD001273,2023-02-06,Camden High Street,Desserts,Ice Cream Sundae,2,5.0,10.0,Dine-In,N/A,20,0,20,Card,5,0,Clear,Weekday,Pre-Optimization
ORD001274,2023-02-06,Greenwich Riverside,Beverages,Soft Drink,4,2.5,10.0,Takeaway,N/A,24,0,24,Cash,4,0.24,Cloudy,Weekday,Pre-Optimization
ORD001275,2023-02-06,Greenwich Riverside,Starters,Garlic Bread,4,4.5,18.0,Takeaway,N/A,25,0,25,Cash,5,0,Rain,Weekday,Pre-Optimization
ORD001276,2023-02-06,Canary Wharf,Mains,Margherita Pizza,2,11.0,22.0,Takeaway,N/A,19,0,19,Mobile Wallet,3,0.77,Clear,Weekday,Pre-Optimization
ORD001277,2023-02-06,Canary Wharf,Desserts,Cheesecake,3,6.0,18.0,Delivery,Uber Eats,28,54,82,Card,3,0,Clear,Weekday,Pre-Optimization
ORD001278,2023-02-06,Kingston Upon Thames,Desserts,Tiramisu,1,6.5,6.5,Dine-In,N/A,14,0,14,Card,2,0,Clear,Weekday,Pre-Optimization
ORD001279,2023-02-06,Kingston Upon Thames,Desserts,Chocolate Brownie,2,5.5,11.0,Dine-In,N/A,26,0,26,Card,5,0,Clear,Weekday,Pre-Optimization
ORD001280,2023-02-06,Canary Wharf,Desserts,Tiramisu,2,6.5,13.0,Dine-In,N/A,21,0,21,Card,1,0,Clear,Weekday,Pre-Optimization
ORD001281,2023-02-06,Shoreditch East,Beverages,Coffee,4,3.0,12.0,Takeaway,N/A,20,0,20,Card,4,0,Clear,Weekday,Pre-Optimization
ORD001282,2023-02-06,Greenwich Riverside,Beverages,Soft Drink,2,2.5,5.0,Dine-In,N/A,21,0,21,Cash,5,0,Clear,Weekday,Pre-Optimization
ORD001283,2023-02-06,Camden High Street,Beverages,Fresh Juice,1,3.5,3.5,Dine-In,N/A,22,0,22,Card,5,0,Cloudy,Weekday,Pre-Optimization
ORD001284,2023-02-06,Canary Wharf,Beverages,Milkshake,1,4.0,4.0,Delivery,Uber Eats,30,28,58,Cash,5,0,Clear,Weekday,Pre-Optimization
ORD001285,2023-02-06,Canary Wharf,Mains,Chicken Tikka Masala,1,13.5,13.5,Dine-In,N/A,30,0,30,Cash,3,0,Rain,Weekday,Pre-Optimization
ORD001286,2023-02-06,Canary Wharf,Mains,Beef Burger,1,10.5,10.5,Dine-In,N/A,19,0,19,Mobile Wallet,4,0,Clear,Weekday,Pre-Optimization
ORD001287,2023-02-06,Shoreditch East,Mains,Veg Stir Fry,1,9.5,9.5,Dine-In,N/A,15,0,15,Cash,5,0,Cloudy,Weekday,Pre-Optimization
ORD001288,2023-02-06,Shoreditch East,Beverages,Soft Drink,1,2.5,2.5,Dine-In,N/A,16,0,16,Cash,2,0,Rain,Weekday,Pre-Optimization
ORD001289,2023-02-06,Shoreditch East,Desserts,Tiramisu,1,6.5,6.5,Takeaway,N/A,18,0,18,Card,3,0,Cloudy,Weekday,Pre-Optimization
ORD001290,2023-02-06,Kingston Upon Thames,Desserts,Cheesecake,3,6.0,18.0,Dine-In,N/A,28,0,28,Card,3,0,Clear,Weekday,Pre-Optimization
ORD001291,2023-02-06,Shoreditch East,Beverages,Milkshake,4,4.0,16.0,Delivery,Just Eat,20,57,77,Card,2,0,Cloudy,Weekday,Pre-Optimization
ORD001292,2023-02-06,Canary Wharf,Desserts,Tiramisu,2,6.5,13.0,Dine-In,N/A,28,0,28,Mobile Wallet,4,0,Cloudy,Weekday,Pre-Optimization
ORD001293,2023-02-06,Canary Wharf,Beverages,Milkshake,3,4.0,12.0,Dine-In,N/A,21,0,21,Cash,4,0,Cloudy,Weekday,Pre-Optimization
ORD001294,2023-02-07,Camden High Street,Mains,Margherita Pizza,3,11.0,33.0,Dine-In,N/A,22,0,22,Cash,5,0,Clear,Weekday,Pre-Optimization
ORD001295,2023-02-07,Camden High Street,Mains,Veg Stir Fry,3,9.5,28.5,Dine-In,N/A,23,0,23,Card,3,0,Clear,Weekday,Pre-Optimization
ORD001296,2023-02-07,Kingston Upon Thames,Mains,Grilled Salmon,1,16.0,16.0,Takeaway,N/A,14,0,14,Cash,2,0,Clear,Weekday,Pre-Optimization
ORD001297,2023-02-07,Camden High Street,Starters,Garlic Bread,1,4.5,4.5,Dine-In,N/A,29,0,29,Mobile Wallet,4,0,Cloudy,Weekday,Pre-Optimization
ORD001298,2023-02-07,Canary Wharf,Beverages,Coffee,4,3.0,12.0,Dine-In,N/A,22,0,22,Mobile Wallet,2,0,Rain,Weekday,Pre-Optimization
ORD001299,2023-02-07,Canary Wharf,Starters,Calamari,2,7.0,14.0,Delivery,In-House Rider,22,43,65,Mobile Wallet,5,0,Rain,Weekday,Pre-Optimization
ORD001300,2023-02-07,Camden High Street,Desserts,Ice Cream Sundae,2,5.0,10.0,Dine-In,N/A,22,0,22,Cash,2,0,Rain,Weekday,Pre-Optimization
ORD001301,2023-02-07,Greenwich Riverside,Beverages,Milkshake,3,4.0,12.0,Takeaway,N/A,19,0,19,Mobile Wallet,1,0,Rain,Weekday,Pre-Optimization
